OBJECTNUMMER;Adres;Postcode;STADSDEEL_CODE;GEBIED22_CODE;Gebouwnaam;Bruto_vloeroppervlak;Leegstand_bvo;Leegstand_perc;Huidige_functie;Toekomstige_functie;Transformatiefase;Transformatiewijze;Startbouw;Aantal_woningen;Website;COORDS;LNG;LAT;
844;"Klaprozenweg 101-123";"";"N";"DX18";"";8300;3300;40;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.891550 52.406248)";"4,891550";"52,406248";
845;"Jan Evertsenstraat 717-781";"";"F";"";"Vliegbasis de Huygens";5040;1145;23;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.835819 52.369753)";"4,835819";"52,369753";
160;"Gyroscoopweg 144-146";"1042AZ";"B";"Dxxx";"";2800;500;33;"Bedrijf - Kantoor";"Bedrijf - Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.843011 52.401348)";"4,843011";"52,401348";
161;"Rhôneweg 54";"1043AH";"F";"DX06";"";1000;0;0;"Kantoor";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.820494 52.390368)";"4,820494";"52,390368";
164;"Basisweg 61-61A";"1043AN";"F";"DX06";"";2200;270;12;"Bedrijf - Kantoor";"Bedrijf - Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.825080 52.391288)";"4,825080";"52,391288";
167;"Naritaweg 1-45";"1043BP";"F";"DX06";"Orly Center";3700;900;25;"Kantoor";"Commercieel - Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"http://www.orlycentre.nl";"POINT(4.835363 52.387344)";"4,835363";"52,387344";
168;"Naritaweg 51";"1043BP";"F";"DX06";"ID hotel";12000;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.834441 52.387513)";"4,834441";"52,387513";
170;"Naritaweg 139";"1043BS";"F";"DX06";"Call Center Court 3";2700;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2017;73;"";"POINT(4.833445 52.387296)";"4,833445";"52,387296";
171;"Naritaweg 151-161 / Barajasweg 60-70";"1043BW";"F";"DX06";"Call Center Court 2";3000;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2017;64;"";"POINT(4.833240 52.386852)";"4,833240";"52,386852";
174;"Naritaweg 12";"1043BZ";"F";"DX06";"Grafisch centrum";3100;600;20;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.831567 52.388290)";"4,831567";"52,388290";
176;"Naritaweg 126-132";"1043CA";"F";"DX06";"";2100;2100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.822668 52.388015)";"4,822668";"52,388015";
177;"Naritaweg 223-233";"1043CB";"F";"DX06";"Call center 5b center court";3400;3400;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8312060 52.3877310)";"4,8312060";"52,3877310";
178;"Heathrowstraat 3";"1043CE";"F";"DX06";"Hotel heathrow";2800;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2014;0;"";"POINT(4.833467 52.385513)";"4,833467";"52,385513";
179;"Heathrowstraat 5";"1043CE";"F";"DX06";"Hotel heathrow";2800;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2014;0;"";"POINT(4.832644 52.385509)";"4,832644";"52,385509";
180;"Barajasweg 60 / Naritaweg 151-161";"1043CP";"F";"DX06";"Call Center Court 1";3000;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2017;0;"";"POINT(4.8335250 52.3863770)";"4,8335250";"52,3863770";
181;"La Guardiaweg 3-5";"1043DE";"F";"DX06";"The Ven";36608;0;0;"Kantoor";"Hotel";"3 - In uitvoering";"C - Verbouw andere functie";2015;0;"";"POINT(4.842351 52.390109)";"4,842351";"52,390109";
183;"Orlyplein 2";"";"F";"DX06";"Spark";12600;12600;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.836755 52.390400)";"4,836755";"52,390400";
184;"Orlyplein 2-74";"1043DP";"F";"DX06";"Spark";14000;14200;100;"Kantoor";"Kantoor";"3 - In uitvoering";"D - Verbouw zelfde functie";0;0;"";"POINT(4.836750 52.390398)";"4,836750";"52,390398";
185;"Orlyplein 1";"1043DR";"F";"DX06";"";15200;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2017;0;"";"POINT(4.837453 52.390572)";"4,837453";"52,390572";
186;"Orlyplein 73";"1043DS";"F";"DX06";"Busitel I";15200;5000;30;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";2016;0;"";"POINT(4.837479 52.390061)";"4,837479";"52,390061";
187;"Orlyplein 69-97";"1043DS";"F";"DX06";"Busitel 1";7300;0;0;"Kantoor";"Hotel";"3 - In uitvoering";"C - Verbouw andere functie";2016;0;"http://www.degroenegroep.nl";"POINT(4.837479 52.390124)";"4,837479";"52,390124";
188;"Orlyplein 141";"1043DV";"F";"DX06";"";600;0;0;"Kantoor";"Commercieel";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.837514 52.388435)";"4,837514";"52,388435";
191;"Arlandaweg 10";"1043EW";"F";"DX06";"Telegate";4800;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.834444 52.385650)";"4,834444";"52,385650";
195;"Kingsfordweg 43-117";"1043GP";"F";"DX06";"Q-port";15400;3600;23;"Kantoor";"Commercieel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2016;0;"http://www.deka-immobilien.de";"POINT(4.842824 52.386689)";"4,842824";"52,386689";
196;"Kingsfordweg 151";"1043GR";"F";"DX06";"Regus";13000;1600;12;"Kantoor";"Kantoor";"4 - Gerealiseerd";"D - Verbouw zelfde functie";0;0;"";"POINT(4.843038 52.385591)";"4,843038";"52,385591";
197;"Carrascoplein 11-19";"1043GW";"F";"DX06";"Telespy B";3000;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2016;0;"http://www.alterdomus.com/OfficesDesks/Europe/TheNetherlands";"POINT(4.839470 52.386653)";"4,839470";"52,386653";
198;"Arlandaweg 100-110";"1043HP";"F";"DX06";"GVB";8700;1900;22;"Kantoor";"Maatschappelijk";"3 - In uitvoering";"C - Verbouw andere functie";2016;0;"";"POINT(4.840773 52.385797)";"4,840773";"52,385797";
199;"Arlandaweg 94-98";"1043HP";"F";"DX06";"Solar eclips";4400;0;0;"Kantoor";"Onderwijs";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"http://www.nsi.nl";"POINT(4.839913 52.385696)";"4,839913";"52,385696";
201;"Radarweg 60";"1043NT";"F";"DX06";"Radarport";16977;3600;20;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.835410 52.391085)";"4,835410";"52,391085";
202;"Radarweg 29";"1043NX";"F";"DX06";"Millennium tower";43100;14400;33;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.836956 52.39316)";"4,836956";"52,39316";
204;"Corsicaweg 10";"1044AB";"B";"Dxxx";"Westhavengebouw";4900;500;10;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.811395 52.402143)";"4,811395";"52,402143";
211;"Donker Curtiusstraat 1";"";"E";"DX03";"ABC gebouw";6400;3340;52;"Bedrijf - Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;178;"";"POINT(4.871887 52.379195)";"4,871887";"52,379195";
218;"Zocherstraat 23 / Frederikstraat 32";"1054LR";"E";"DX05";"";2700;0;0;"Onderwijs";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;12;"";"POINT(4.858004 52.357396)";"4,858004";"52,357396";
221;"Pieter Langendijkstraat 1";"1054XW";"E";"DX05";"";0;0;0;"Wonen";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;5;"";"POINT(4.860554 52.361846)";"4,860554";"52,361846";
222;"Bos en Lommerplantsoen 1";"1055AA";"E";"DX04";"De studio";2200;1100;50;"Kantoor";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2014;651;"";"POINT(4.844497 52.375992)";"4,844497";"52,375992";
728;"Prins Hendrikkade 182 - 187";"1011TD";"A";"DX02";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;0;"";"POINT(4.911173 52.371205)";"4,911173";"52,371205";
226;"Haarlemmerweg 645";"1055PS";"E";"DX04";"ING kantoren";384;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";0;20;"";"POINT(4.848459 52.384710)";"4,848459";"52,384710";
227;"Willem de Zwijgerlaan 334";"1055RD";"E";"DX04";"Tetterode complex";23000;0;0;"Commercieel";"Commercieel";"2 - In onderzoek - voorbereiding";"D - Verbouw zelfde functie";0;0;"";"POINT(4.860872 52.380820)";"4,860872";"52,380820";
229;"Hoofdweg 495";"1055SC";"E";"DX04";"De Boeg";6344;0;0;"Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;67;"";"POINT(4.846634 52.376153)";"4,846634";"52,376153";
231;"Erik de Roodestraat 14";"1056AM";"E";"DX04";"Sint Jozefkerk";1755;0;0;"Religie";"Maatschappelijk";"4 - Gerealiseerd";"C - Verbouw andere functie";0;0;"";"POINT(4.845619 52.373058)";"4,845619";"52,373058";
632;"Admiraal de Ruijterweg 21";"";"E";"";"";0;0;0;"Kantoor";"Hotel - Wonen";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.863331 52.370456)";"4,863331";"52,370456";
232;"Orteliuskade 5";"1057AA";"E";"DX05";"Augistinusschool";4494;0;0;"Onderwijs";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;31;"";"POINT(4.850648 52.365181)";"4,850648";"52,365181";
234;"Postjesweg 124";"1057EH";"E";"DX05";"Het Broederhuis";2477;0;0;"Religie";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;32;"";"POINT(4.850917 52.364425)";"4,850917";"52,364425";
235;"Chasséstraat 64";"1057JJ";"E";"DX05";"Chassékerk";3453;0;0;"Religie";"Commercieel";"4 - Gerealiseerd";"C - Verbouw andere functie";2014;0;"";"POINT(4.861573 52.370029)";"4,861573";"52,370029";
236;"Van Spilbergenstraat 166";"1057RR";"E";"DX05";"";0;0;0;"Bedrijf - Wonen";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;13;"";"POINT(4.850853 52.368885)";"4,850853";"52,368885";
237;"Filips van Almondestraat 15";"1057ZR";"E";"DX05";"";2900;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;53;"";"POINT(4.858177 52.369958)";"4,858177";"52,369958";
238;"Nachtwachtlaan 20";"";"F";"DX09";"Ringpark";22187;1390;6;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";0;500;"";"POINT(4.844226 52.359272)";"4,844226";"52,359272";
240;"Surinameplein 33-59";"";"K";"DX10";"";11200;0;0;"Broedplaats - Commercieel - Wonen";"Broedplaats - Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2020;150;"";"POINT(4.850650 52.357315)";"4,850650";"52,357315";
241;"Surinameplein 118";"";"E";"DX05";"";1155;1155;100;"Broedplaats";"Kantoor";"2 - In onderzoek - voorbereiding";"A - Tijdelijke functie";0;0;"";"POINT(4.849343 52.358603)";"4,849343";"52,358603";
629;"Kalverstraat 203";"";"A";"DX01";"V&D";0;0;0;"Commercieel";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.892929 52.367621)";"4,892929";"52,367621";
242;"Sloterkade 50";"";"K";"DX10";"";231;0;0;"Onbekend - Wonen";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;2;"";"POINT(4.853422 52.355523)";"4,853422";"52,355523";
243;"Woestduinstraat 24";"1058TE";"K";"DX10";"";0;0;0;"Onbekend";"Wonen - Onderwijs";"4 - Gerealiseerd";"B - Sloop - Nieuwbouw";2015;21;"";"POINT(4.847644 52.353861)";"4,847644";"52,353861";
244;"Valschermkade 19";"1059CD";"K";"DX10";"Hotel Jansen";4970;0;0;"Bedrijf";"Hotel";"4 - Gerealiseerd";"A - Tijdelijke functie";2015;0;"";"POINT(4.845953 52.34208)";"4,845953";"52,34208";
245;"Helicopterstraat 23";"1059CE";"K";"DX10";"";1624;0;0;"Kantoor";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.844870 52.340628)";"4,844870";"52,340628";
246;"Anthony Fokkerweg 15";"1059CM";"K";"DX10";"";0;0;0;"Bedrijf";"Commercieel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.842127 52.343741)";"4,842127";"52,343741";
247;"Anthony Fokkerweg 61";"1059CP";"K";"DX10";"Media Trade";8447;0;0;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.842845 52.340636)";"4,842845";"52,340636";
248;"Rijswijkstraat 2";"1059GK";"F";"DX09";"";1175;1175;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";2017;44;"";"POINT(4.842957 52.350216)";"4,842957";"52,350216";
249;"Vlaardingenlaan 1";"1059GL";"F";"DX09";"";2070;0;0;"Kantoor";"Onderwijs";"3 - In uitvoering";"A - Tijdelijke functie";2015;0;"";"POINT(4.845018 52.346488)";"4,845018";"52,346488";
250;"Poeldijkstraat 16";"";"F";"DX09";"";0;0;0;"Maatschappelijk";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2017;414;"";"POINT(4.843667 52.349390)";"4,843667";"52,349390";
252;"Jan Tooropstraat 485";"1061AE";"F";"DX09";"";100;0;0;"Commercieel";"Commercieel";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.836599 52.368649)";"4,836599";"52,368649";
253;"Jan Tooropstraat 487";"1061AE";"F";"DX09";"Jatopa";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.836628 52.368694)";"4,836628";"52,368694";
254;"Jan Tooropstraat 541";"1061AE";"F";"DX09";"Jatopa";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.836538 52.368837)";"4,836538";"52,368837";
255;"Jan Tooropstraat 577";"1061AE";"F";"DX09";"Jatopa";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.836609 52.369053)";"4,836609";"52,369053";
256;"Jan Tooropstraat 649";"1061AE";"F";"DX09";"Poort van Toorop";4234;0;0;"Datacenter - Kantoor";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2017;176;"";"POINT(4.837841 52.372320)";"4,837841";"52,372320";
257;"Van de Sande Bakhuijzenstraat 2";"1061AG";"F";"DX09";"";5333;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2016;106;"";"POINT(4.837299 52.371830)";"4,837299";"52,371830";
258;"Karel Klinkenbergstraat 30-32";"1061AN";"F";"DX09";"";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.836028 52.367361)";"4,836028";"52,367361";
727;"Hamerstraat 13 - 15";"1021JT";"N";"DX18";"";0;0;0;"Bedrijf";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2016;120;"";"POINT(4.921988 52.384768)";"4,921988";"52,384768";
261;"Bos en Lommerweg 400";"1061DJ";"E";"DX04";"New kit";2100;1400;67;"Kantoor";"Hotel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.838789 52.379183)";"4,838789";"52,379183";
264;"Jan Evertsenstraat 713-715";"1061XZ";"F";"DX09";"Jatopa";200;200;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.836367 52.369574)";"4,836367";"52,369574";
265;"Marius Bauerstraat 399";"1062AP";"F";"DX09";"";1500;0;0;"Kantoor";"Commercieel";"4 - Gerealiseerd";"A - Tijdelijke functie";2015;0;"";"POINT(4.835955 52.362588)";"4,835955";"52,362588";
266;"Marius Bauerstraat 30";"1062AR";"F";"DX09";"";3900;2968;76;"Kantoor";"Kantoor - Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2018;45;"";"POINT(4.838001 52.362946)";"4,838001";"52,362946";
628;"Emmalaan 7";"";"K";"DX10";"NIFP";351;0;0;"Kantoor";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.862609 52.355015)";"4,862609";"52,355015";
268;"Delflandlaan 1";"1062EA";"F";"DX09";"Wilhelmina";11500;400;3;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.840979 52.357498)";"4,840979";"52,357498";
269;"Delflandlaan 4";"";"F";"DX09";"Koningshof";9384;2046;0;"Kantoor";"Hotel - Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.pramericarei.com";"POINT(4.840364 52.357034)";"4,840364";"52,357034";
270;"Rijswijkstraat 141-161 / Delflandplein 24A";"1062ES";"F";"DX09";"";2100;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;20;"";"POINT(4.841053 52.349946)";"4,841053";"52,349946";
271;"Maassluisstraat 2";"1062GD";"F";"DX09";"";6200;0;0;"Kantoor";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.836213 52.351220)";"4,836213";"52,351220";
272;"Maassluisstraat 98-100";"1062GE";"F";"DX09";"";1280;1280;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.835268 52.350479)";"4,835268";"52,350479";
273;"Maassluisstraat 256-258";"1062GL";"F";"DX09";"";1280;1280;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.835279 52.349607)";"4,835279";"52,349607";
274;"Maassluisstraat 414-416";"1062GS";"F";"DX09";"";1280;1120;88;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.835261 52.348726)";"4,835261";"52,348726";
275;"Koningin Wilhelminaplein 29";"";"F";"DX09";"Toren 3";10836;10836;100;"Bedrijf - Commercieel - Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;294;"";"POINT(4.841100 52.353245)";"4,841100";"52,353245";
276;"Koningin Wilhelminaplein 18";"1062HK";"F";"DX09";"";5480;0;0;"Kantoor";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2016;129;"";"POINT(4.836337 52.355827)";"4,836337";"52,355827";
277;"Koningin Wilhelminaplein 2-4";"1062HK";"F";"DX09";"Berghaus plaza";15600;800;5;"Kantoor";"Kantoor";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.839670 52.355361)";"4,839670";"52,355361";
278;"Vlaardingenlaan 15";"1062HM";"F";"DX09";"Lumen";4560;3420;75;"Kantoor";"Onderwijs";"1 - Leegstand zonder transformatie";"C - Verbouw andere functie";2016;0;"";"POINT(4.837248 52.346657)";"4,837248";"52,346657";
280;"Delflandplein 9A";"1062HP";"F";"DX09";"";900;0;0;"Kantoor";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.840645 52.348904)";"4,840645";"52,348904";
281;"Postjesweg 175";"1062JN";"F";"DX09";"";4832;622;13;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.840961 52.363798)";"4,840961";"52,363798";
282;"Koningin Wilhelminaplein 376";"1062KS";"F";"DX09";"Oranjekwartier";200;200;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.840316 52.354124)";"4,840316";"52,354124";
283;"Koningin Wilhelminaplein 480";"1062KS";"F";"DX09";"Oranjekwartier";200;200;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.840343 52.354367)";"4,840343";"52,354367";
284;"Overschiestraat 59";"1062XD";"F";"DX09";"De Coener";2900;1770;61;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.839866 52.346608)";"4,839866";"52,346608";
285;"Overschiestraat 59A";"1062XD";"F";"DX09";"De Coener";2800;800;28;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.839849 52.346761)";"4,839849";"52,346761";
286;"Overschiestraat 61";"1062XD";"F";"DX09";"West end";4078;738;18;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.839797 52.345062)";"4,839797";"52,345062";
287;"Overschiestraat 63";"1062XD";"F";"DX09";"Kwadraat a";4316;1080;25;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.839804 52.344478)";"4,839804";"52,344478";
288;"Overschiestraat 65";"1062XD";"F";"DX09";"";4300;0;0;"Kantoor";"Kantoor";"4 - Gerealiseerd";"D - Verbouw zelfde functie";0;0;"";"POINT(4.839811 52.343876)";"4,839811";"52,343876";
289;"Overschiestraat 182";"1062XK";"F";"DX09";"";3300;1700;51;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.836678 52.344517)";"4,836678";"52,344517";
290;"Overschiestraat 184";"1062XK";"F";"DX09";"Autumn";3300;600;18;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.836672 52.344994)";"4,836672";"52,344994";
291;"Overschiestraat 186";"1062XK";"F";"DX09";"Spring";3300;300;9;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.835777 52.344972)";"4,835777";"52,344972";
292;"Overschiestraat 188";"1062XK";"F";"DX09";"";4603;0;0;"Kantoor";"Onderwijs";"4 - Gerealiseerd";"A - Tijdelijke functie";2015;0;"";"POINT(4.836206 52.344731)";"4,836206";"52,344731";
293;"Overschiestraat 194";"1062XK";"F";"DX09";"";1000;1000;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.838392 52.343519)";"4,838392";"52,343519";
294;"Harry Koningsbergerstraat 4";"1063AD";"F";"DX06";"";650;0;0;"Maatschappelijk";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;8;"";"POINT(4.836164 52.380052)";"4,836164";"52,380052";
295;"Fritz Conijnstraat 47";"1063CB";"F";"DX06";"";100;0;0;"Kantoor";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.835413 52.383725)";"4,835413";"52,383725";
296;"Slotermeerlaan 107-109";"1063JN";"F";"DX06";"";300;300;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.820464 52.380059)";"4,820464";"52,380059";
297;"Plein `40-`45 5-10";"1063KP";"F";"DX06";"";5570;1238;22;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.pfc2.nl";"POINT(4.821995 52.379788)";"4,821995";"52,379788";
298;"Antony Moddermanstraat 2";"1063LP";"F";"DX06";"";100;0;0;"Kantoor";"Kantoor";"4 - Gerealiseerd";"D - Verbouw zelfde functie";2015;0;"";"POINT(4.817321 52.383513)";"4,817321";"52,383513";
299;"Johannes Poststraat 15-17";"1063TK";"F";"DX06";"";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.835725 52.379906)";"4,835725";"52,379906";
300;"De Tourton Bruynsstraat 11";"1063XL";"F";"DX06";"";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.83003 52.380805)";"4,83003";"52,380805";
301;"Louis Couperusstraat 133";"1064CE";"F";"DX06";"";236;0;0;"Religie";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";0;0;"";"POINT(4.824186 52.376041)";"4,824186";"52,376041";
302;"Burgemeester Hogguerstraat 1183-1187";"1064EK";"F";"DX06";"";1375;1375;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.828038 52.373363)";"4,828038";"52,373363";
303;"Marcellus Emantsstraat 20 / Louis Couperusstraat";"1064EW";"F";"DX06";"";100;0;0;"Kantoor";"Kantoor";"4 - Gerealiseerd";"D - Verbouw zelfde functie";0;0;"";"POINT(4.826336 52.375629)";"4,826336";"52,375629";
304;"Slotermeerlaan 1";"";"F";"DX06";"A.H. Gerhardhuis";11000;0;0;"Maatschappelijk";"Wonen";"4 - Gerealiseerd";"A - Tijdelijke functie";2014;222;"";"POINT(4.818081 52.374583)";"4,818081";"52,374583";
306;"Lodewijk van Deysselstraat 77-85";"1064HM";"F";"DX06";"";400;300;75;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.812023 52.377493)";"4,812023";"52,377493";
307;"Lodewijk van Deysselstraat 16";"1064HN";"F";"DX06";"";1100;0;0;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.817839 52.377422)";"4,817839";"52,377422";
311;"Comeniusstraat 217";"1065BM";"F";"DX09";"";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.830786 52.359131)";"4,830786";"52,359131";
312;"Comeniusstraat 249";"1065BP";"F";"DX09";"";100;100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.830258 52.359119)";"4,830258";"52,359119";
