OBJECTNUMMER;Adres;Postcode;STADSDEEL_CODE;GEBIED22_CODE;Gebouwnaam;Bruto_vloeroppervlak;Leegstand_bvo;Leegstand_perc;Huidige_functie;Toekomstige_functie;Transformatiefase;Transformatiewijze;Startbouw;Aantal_woningen;Website;COORDS;LNG;LAT;
449;"Walborg 2A";"1082AM";"K";"DX11";"GGZ inGeest";0;0;0;"Maatschappelijk";"Kantoor - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;25;"";"POINT(4.873682 52.324325)";"4,873682";"52,324325";
450;"Giessenburg 1";"1082CV";"K";"DX11";"Voormalig PTT distributiekantoor";0;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;25;"";"POINT(4.874709 52.325542)";"4,874709";"52,325542";
452;"Van Leijenberglaan 197-199";"1082GG";"K";"DX11";"";1850;1156;62;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8797220 52.3275700)";"4,8797220";"52,3275700";
453;"Backershagen 97";"1082GT";"K";"DX11";"";1900;0;0;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.875806 52.327526)";"4,875806";"52,327526";
454;"Teilingen 1";"";"K";"DX11";"Htel";0;0;0;"Hotel";"Hotel";"2 - In onderzoek - voorbereiding";"D - Verbouw zelfde functie";0;0;"";"POINT(4.871904 52.327518)";"4,871904";"52,327518";
455;"Loowaard 3";"";"K";"DX11";"EOKS";0;0;0;"Maatschappelijk";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;32;"";"POINT(4.878769 52.330128)";"4,878769";"52,330128";
456;"Gelderlandplein 75A";"1082LV";"K";"DX11";"Element Hotel";8800;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.877548 52.331695)";"4,877548";"52,331695";
457;"De Boelelaan 769";"";"K";"DX11";"";0;0;0;"Onbekend";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";0;79;"";"POINT(4.872231 52.334782)";"4,872231";"52,334782";
458;"Van Boshuizenstraat 12 / Van Heenvlietlaan 403";"1083BA";"K";"DX11";"";6836;2798;41;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8829630 52.3251120)";"4,8829630";"52,3251120";
460;"Wamberg 35";"1083CW";"K";"DX11";"Edges Offices";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;20;"";"POINT(4.886045 52.327489)";"4,886045";"52,327489";
461;"Wamberg 36";"1083CW";"K";"DX11";"Edge offices";1850;1850;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.valad.nl";"POINT(4.8860150 52.3276240)";"4,8860150";"52,3276240";
463;"De Klencke 109";"1083HH";"K";"DX11";"";5800;0;0;"Onderwijs";"Wonen";"3 - In uitvoering";"B - Sloop - Nieuwbouw";2016;50;"";"POINT(4.884701 52.333481)";"4,884701";"52,333481";
464;"De Klencke 111";"1083HH";"K";"DX11";"Vreugdehof";16763;0;0;"Maatschappelijk";"Wonen - Maatschappelijk";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2017;150;"";"POINT(4.884272 52.333854)";"4,884272";"52,333854";
465;"De Boelelaan 32";"";"K";"DX11";"The Boardyard";6448;942;15;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8856820 52.3350190)";"4,8856820";"52,3350190";
466;"Tommaso Albinonistraat 5";"";"K";"DX11";"";2300;2300;100;"Kantoor";"Kantoor";"3 - In uitvoering";"D - Verbouw zelfde functie";0;0;"";"POINT(4.886937 52.335564)";"4,886937";"52,335564";
467;"Antonio Vivaldistraat 50";"";"K";"DX11";"";2400;0;0;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.885350 52.335836)";"4,885350";"52,335836";
469;"Weesperzijde 70 / Grensstraat";"";"M";"DX13";"";891;0;0;"Maatschappelijk";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;3;"";"POINT(4.909674 52.353768)";"4,909674";"52,353768";
470;"Weesperzijde 99A";"1091EL";"M";"DX13";"";1360;0;0;"Kantoor";"Commercieel - Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;22;"";"POINT(4.911545 52.351780)";"4,911545";"52,351780";
475;"Wibautstraat 127";"1091GL";"M";"DX13";"Parooltoren & Trouwgebouw";15000;0;0;"Commercieel";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.912809 52.3544)";"4,912809";"52,3544";
836;"Amstelplein 6-8";"";"M";"DX15";"Mondriaantoren";31500;12000;39;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.917310 52.343998)";"4,917310";"52,343998";
477;"Wibautstraat 82-84";"1091GP";"M";"DX13";"ROC Wibautstraat";0;0;0;"Onderwijs";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;162;"";"POINT(4.910645 52.355891)";"4,910645";"52,355891";
478;"Kraaipanstraat 56";"1091PM";"M";"DX13";"Spectrum";352;0;0;"Onderwijs - Wonen";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;17;"";"POINT(4.917579 52.351579)";"4,917579";"52,351579";
479;"Swammerdamstraat 38";"1091RV";"M";"DX13";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2016;10;"";"POINT(4.907553 52.357611)";"4,907553";"52,357611";
917;"Apollolaan 58";"1077BC";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8811785 52.3505761)";"4,8811785";"52,3505761";
918;"Titiaanstraat 13";"1077RC";"K";"DX12";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8700547 52.3495971)";"4,8700547";"52,3495971";
481;"Oosterpark 82";"1092AV";"M";"DX13";"Witsenhuis";446;0;0;"Maatschappelijk";"Onbekend";"9 - Fase nader te bepalen";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.924160 52.359577)";"4,924160";"52,359577";
482;"Oosterpark 89";"1092AW";"M";"DX13";"ING Bank";352;0;0;"Kantoor - Wonen";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;4;"";"POINT(4.924799 52.359749)";"4,924799";"52,359749";
483;"Dapperstraat 44";"1093BW";"M";"DX13";"Kwantum";134;0;0;"Commercieel - Kantoor - Wonen";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2015;12;"";"POINT(4.927105 52.362887)";"4,927105";"52,362887";
484;"Batjanstraat 84";"1094RC";"M";"DX14";"Batjanschool";0;0;0;"Onderwijs";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;13;"";"POINT(4.938901 52.359283)";"4,938901";"52,359283";
486;"Duivendrechtsekade 40";"1096AH";"M";"DX15";"";3000;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.928793 52.337324)";"4,928793";"52,337324";
487;"Duivendrechtsekade 42-48";"1096AH";"M";"DX15";"Kroonhof";2800;2800;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.breevast.nl";"POINT(4.928822 52.337360)";"4,928822";"52,337360";
488;"H.J.E. Wenckebachweg 48";"1096AN";"M";"DX15";"Bijlmerbajes";84860;0;0;"Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.925025 52.337094)";"4,925025";"52,337094";
489;"H.J.E. Wenckebachweg 6V";"1096AN";"M";"DX15";"";374;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;33;"";"POINT(4.926658 52.337123)";"4,926658";"52,337123";
843;"Klaprozenweg 75";"";"N";"DX18";"";7700;2000;26;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.892322 52.405698)";"4,892322";"52,405698";
496;"Joan Muyskenweg 4-4A";"1096CJ";"M";"DX15";"Waterline";4300;4300;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;170;"http://www.deltalloydvastgoed.nl";"POINT(4.912930 52.337044)";"4,912930";"52,337044";
497;"Nobelweg 2 / James Wattstraat 71";"1097AR";"M";"DX15";"";2300;0;0;"Kantoor";"Kantoor";"9 - Fase nader te bepalen";"D - Verbouw zelfde functie";0;0;"";"POINT(4.923814 52.350498)";"4,923814";"52,350498";
718;"Hogehilweg 10";"";"T";"";"";4240;350;8;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.947533 52.306327)";"4,947533";"52,306327";
499;"James Wattstraat 100";"1097DM";"M";"DX15";"";8200;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.920005 52.348898)";"4,920005";"52,348898";
500;"Wibautstraat 133";"1097DN";"M";"DX15";"";6000;1600;27;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.917481 52.349826)";"4,917481";"52,349826";
501;"Mr. Treublaan 7";"1097DP";"M";"DX15";"Amstelpoort";22500;22500;100;"Kantoor";"Kantoor";"3 - In uitvoering";"D - Verbouw zelfde functie";2016;0;"";"POINT(4.915254 52.347993)";"4,915254";"52,347993";
502;"Weesperzijde 190";"";"M";"DX15";"Leeuwenburg";71420;0;0;"Onderwijs";"Kantoor - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2018;0;"";"POINT(4.916170 52.346037)";"4,916170";"52,346037";
503;"Hugo de Vrieslaan 65";"";"M";"DX15";"";5334;0;0;"Maatschappelijk";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.933106 52.348890)";"4,933106";"52,348890";
505;"Fizeaustraat 2";"1097SC";"M";"DX15";"";5100;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";0;0;"";"POINT(4.925555 52.345328)";"4,925555";"52,345328";
506;"Zaaiersweg 11 - 15";"1097SM";"M";"DX15";"";1091;0;0;"Onderwijs";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2016;7;"";"POINT(4.944803 52.343929)";"4,944803";"52,343929";
507;"Burgemeester Stramanweg 101";"1101AA";"T";"DX20";"";6600;2850;43;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.929912 52.308388)";"4,929912";"52,308388";
508;"Burgemeester Stramanweg 102";"1101AA";"T";"DX20";"London";3250;320;10;"Bedrijf";"Kantoor";"4 - Gerealiseerd";"C - Verbouw andere functie";0;0;"";"POINT(4.930136 52.308962)";"4,930136";"52,308962";
509;"Burgemeester Stramanweg 105-105A";"1101AA";"T";"DX20";"Parijs";3250;2100;65;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.stramanweg.nl";"POINT(4.931454 52.309111)";"4,931454";"52,309111";
511;"Kuiperbergweg 33";"1101AE";"T";"DX20";"";2000;2000;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.940506 52.300358)";"4,940506";"52,300358";
512;"Kuiperbergweg 50";"1101AG";"T";"DX20";"";3500;880;25;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.941378 52.299678)";"4,941378";"52,299678";
513;"Lemelerbergweg 28";"1101AH";"T";"DX20";"";3137;0;0;"Bedrijf";"Datacenter";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.939311 52.304020)";"4,939311";"52,304020";
514;"Lemelerbergweg 20";"1101AJ";"T";"DX20";"";0;0;0;"Bedrijf";"Datacenter";"4 - Gerealiseerd";"C - Verbouw andere functie";0;0;"";"POINT(4.941149 52.305016)";"4,941149";"52,305016";
823;"Haaksbergweg 75";"";"";"";"Magriettoren ";11350;1400;13;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.940977 52.311043)";"4,940977";"52,311043";
824;"Bijlmerplein 395";"";"";"";"";14300;14300;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.953785 52.315351)";"4,953785";"52,315351";
818;"De Entree 99-197";"";"T";"DX20";"Oval Tower";26350;2100;8;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.940076 52.312289)";"4,940076";"52,312289";
817;"Arena Boulevard 51";"";"T";"DX20";"Rainbow Offices";4300;1700;41;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.941696 52.313063)";"4,941696";"52,313063";
518;"Hettenheuvelweg 37-39";"1101BM";"T";"DX20";"";2800;1900;67;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.943971 52.305799)";"4,943971";"52,305799";
662;"Hettenheuvelweg 41";"";"T";"DX20";"";2800;0;0;"Kantoor";"Commercieel";"4 - Gerealiseerd";"C - Verbouw andere functie";2016;0;"";"POINT(4.943612 52.306347)";"4,943612";"52,306347";
827;"Meibergdreef 55-61";"";"T";"DX20";"";4200;2100;50;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.957843 52.292043)";"4,957843";"52,292043";
522;"Hettenheuvelweg 16";"1101BN";"T";"DX20";"";3200;1450;45;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;46;"";"POINT(4.945292 52.303681)";"4,945292";"52,303681";
812;"Hullenbergweg 109-135";"";"";"";"Tricity";5900;5900;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.950108 52.304280)";"4,950108";"52,304280";
526;"Hogehilweg 13";"1101CA";"T";"DX20";"Virginia";2400;600;25;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.947199 52.307025)";"4,947199";"52,307025";
527;"Hogehilweg 3";"1101CA";"T";"DX20";"Jupiter";4600;580;13;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.stenarealty.com";"POINT(4.946117 52.306697)";"4,946117";"52,306697";
531;"Hogehilweg 4";"1101CC";"T";"DX20";"";3800;1000;27;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.946696 52.305944)";"4,946696";"52,305944";
814;"Hettenheuvelweg 8-10";"";"";"";"";2600;750;29;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.947103 52.303624)";"4,947103";"52,303624";
534;"Hogehilweg 18";"1101CD";"T";"DX20";"Prismatrium";3100;2200;70;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.prismatrium.nl";"POINT(4.949097 52.306295)";"4,949097";"52,306295";
535;"Hogehilweg 20";"1101CD";"T";"DX20";"";1800;370;20;"Kantoor";"Commercieel - Kantoor";"4 - Gerealiseerd";"C - Verbouw andere functie";2016;0;"";"POINT(4.948328 52.306984)";"4,948328";"52,306984";
536;"Hogehilweg 22";"1101CD";"T";"DX20";"";12100;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.94953 52.307078)";"4,94953";"52,307078";
538;"Karspeldreef 4";"1101CJ";"T";"DX20";"";7200;7200;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";0;225;"";"POINT(4.948207 52.304912)";"4,948207";"52,304912";
539;"Karspeldreef 8";"1101CJ";"T";"DX20";"";6500;700;11;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.949179 52.305423)";"4,949179";"52,305423";
540;"Karspeldreef 14";"1101CK";"T";"DX20";"";4600;0;0;"Kantoor";"Commercieel - Kantoor - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.950802 52.305932)";"4,950802";"52,305932";
542;"Hullenbergweg 81-93";"1101CL";"T";"DX20";"";5900;1600;29;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.949297 52.303914)";"4,949297";"52,303914";
543;"Hullenbergweg 95-107";"1101CL";"T";"DX20";"Tricity";9400;5400;57;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.mayfieldproperty.com";"POINT(4.949293 52.304345)";"4,949293";"52,304345";
826;"Reigersbos 100";"";"T";"DX20";"";1500;900;63;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.975717 52.295642)";"4,975717";"52,295642";
546;"Herikerbergweg 74";"1101CM";"T";"DX20";"Jupiter";11800;0;0;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.942976 52.308501)";"4,942976";"52,308501";
547;"Herikerbergweg 1";"1101CN";"T";"DX20";"Apollo";13400;3200;24;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.943601 52.307577)";"4,943601";"52,307577";
548;"Herikerbergweg 145-179";"1101CN";"T";"DX20";"Mercurius";12500;8300;67;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"http://www.sebassetmanagement.de";"POINT(4.942485 52.307780)";"4,942485";"52,307780";
549;"Herikerbergweg 181";"1101CN";"T";"DX20";"Vesta";11800;7660;64;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.942652 52.307133)";"4,942652";"52,307133";
550;"Hullenbergweg 353";"1101CP";"T";"DX20";"Crown South";4500;0;0;"Broedplaats";"Hotel";"3 - In uitvoering";"C - Verbouw andere functie";2016;0;"";"POINT(4.950964 52.304351)";"4,950964";"52,304351";
552;"Hullenbergweg 385-411";"1101CS";"T";"DX20";"";3800;0;0;"Kantoor";"Hotel";"3 - In uitvoering";"C - Verbouw andere functie";2016;0;"";"POINT(4.950304 52.305317)";"4,950304";"52,305317";
554;"Herikerbergweg 250";"1101CT";"T";"DX20";"Dali";6200;600;10;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.941090 52.307918)";"4,941090";"52,307918";
555;"Herikerbergweg 292";"1101CT";"T";"DX20";"Diana";12100;7900;65;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.941877 52.306924)";"4,941877";"52,306924";
556;"Hessenbergweg 85-107";"1101CX";"T";"DX20";"";2900;1500;51;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.945212 52.304824)";"4,945212";"52,304824";
558;"Arena boulevard 129";"1101DM";"T";"DX20";"Easy Hotel";2722;0;0;"Kantoor";"Hotel";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.944880 52.313172)";"4,944880";"52,313172";
560;"Laarderhoogtweg 12";"1101EA";"T";"DX20";"";15600;0;0;"Kantoor";"Maatschappelijk";"4 - Gerealiseerd";"C - Verbouw andere functie";2016;0;"";"POINT(4.945322 52.302641)";"4,945322";"52,302641";
561;"Laarderhoogtweg 18";"1101EA";"T";"DX20";"";8400;1400;17;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.944137 52.302331)";"4,944137";"52,302331";
562;"Laarderhoogtweg 20";"1101EA";"T";"DX20";"";4100;0;0;"Bedrijf";"Kantoor";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.943335 52.301860)";"4,943335";"52,301860";
564;"Laarderhoogtweg 51";"1101EB";"T";"DX20";"";0;0;0;"Bedrijf";"Commercieel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;0;"";"POINT(4.943884 52.301278)";"4,943884";"52,301278";
821;"Haaksbergweg 4-6";"";"";"";"Sharing Towers";16800;16800;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.943601 52.310279)";"4,943601";"52,310279";
815;"Burg. Stramanweg";"";"T";"DX20";"Rome";3800;1100;29;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.931869 52.309561)";"4,931869";"52,309561";
816;"Laarderhoogtweg 25";"";"T";"DX20";"";12350;9700;78;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.946889 52.301393)";"4,946889";"52,301393";
569;"Daalwijk 1";"1102AA";"T";"DX20";"";1000;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;37;"";"POINT(4.950303 52.320886)";"4,950303";"52,320886";
570;"Florijn 35";"1102BA";"T";"DX20";"";1250;0;0;"Broedplaats";"Commercieel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.956819 52.320487)";"4,956819";"52,320487";
571;"Karspeldreef 15-19";"1102BB";"T";"DX20";"voormalig DAS gebouw";15100;15100;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;250;"";"POINT(4.952547 52.307849)";"4,952547";"52,307849";
572;"Flierbosdreef 2-12";"1102BC";"T";"DX20";"";16700;0;0;"Kantoor";"Hotel - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;141;"";"POINT(4.954966 52.316012)";"4,954966";"52,316012";
573;"Hoogoorddreef 2";"1102CP";"T";"DX20";"";3620;0;0;"Commercieel";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;175;"";"POINT(4.955830 52.314081)";"4,955830";"52,314081";
574;"Foppingadreef 26";"1102CX";"T";"DX20";"";10000;0;0;"Commercieel - Wonen";"Wonen";"4 - Gerealiseerd";"A - Tijdelijke functie";2015;356;"";"POINT(4.952393 52.308113)";"4,952393";"52,308113";
722;"Reinier Engelmanstraat 1";"";"F";"";"";5304;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2018;140;"";"POINT(4.830047 52.355742)";"4,830047";"52,355742";
577;"Bijlmerplein 718-719A";"1102MA";"T";"DX20";"";3200;3200;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.955104 52.314334)";"4,955104";"52,314334";
578;"Bijlmerplein 888";"1102MG";"T";"DX20";"Zandkasteel";61208;0;0;"Kantoor";"Commercieel - Maatschappelijk - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2019;450;"";"POINT(4.952281 52.313631)";"4,952281";"52,313631";
579;"Geelbekstraat 1";"1102SM";"T";"DX20";"";457;0;0;"Wonen";"Wonen";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;7;"";"POINT(4.961399 52.317053)";"4,961399";"52,317053";
582;"Bijlmerdreef 1169";"1103TT";"T";"DX21";"";1600;0;0;"Kantoor";"Commercieel";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.973567 52.322201)";"4,973567";"52,322201";
584;"Kempering 100B";"1104KE";"T";"DX21";"";1500;1500;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.979216 52.315677)";"4,979216";"52,315677";
587;"Paalbergweg 9-11";"1105AG";"T";"DX20";"Holendrecht centre";33400;33400;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;1400;"http://www.lsi.eu";"POINT(4.956607 52.298476)";"4,956607";"52,298476";
820;"De Entree 230-260";"";"T";"DX20";"";14500;3000;20;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.941026 52.310005)";"4,941026";"52,310005";
591;"Paasheuvelweg 1";"1105BE";"T";"DX20";"";4900;600;13;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.951577 52.300147)";"4,951577";"52,300147";
593;"Paasheuvelweg 17";"1105BE";"T";"DX20";"";2545;2545;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;250;"";"POINT(4.953325 52.298284)";"4,953325";"52,298284";
595;"Paasheuvelweg 9";"1105BE";"T";"DX20";"";33000;0;0;"Kantoor";"Wonen";"9 - Fase nader te bepalen";"C - Verbouw andere functie";2017;0;"";"POINT(4.953141 52.299146)";"4,953141";"52,299146";
597;"Paasheuvelweg 20";"1105BJ";"T";"DX20";"";3768;1050;30;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.951460 52.297091)";"4,951460";"52,297091";
598;"Paasheuvelweg 22B";"1105BJ";"T";"DX20";"Muntberg 2";3100;3100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.950716 52.296765)";"4,950716";"52,296765";
599;"Paasheuvelweg 26";"1105BJ";"T";"DX20";"";3771;0;0;"Kantoor";"Commercieel - Kantoor";"4 - Gerealiseerd";"C - Verbouw andere functie";2015;0;"";"POINT(4.951414 52.295779)";"4,951414";"52,295779";
600;"La Guardiaweg 66-92";"1043DK";"F";"DX06";"Bright Offices B";10500;6400;62;"Kantoor";"Kantoor";"3 - In uitvoering";"D - Verbouw zelfde functie";2016;0;"http://www.spoorwegpensioenfonds.nl";"POINT(4.839457 52.390466)";"4,839457";"52,390466";
601;"Paasheuvelweg 28";"1105BJ";"T";"DX20";"Paasstate";2900;2900;100;"Kantoor";"Commercieel";"3 - In uitvoering";"C - Verbouw andere functie";2016;0;"";"POINT(4.952377 52.296276)";"4,952377";"52,296276";
602;"Paasheuvelweg 40-40A";"1105BJ";"T";"DX20";"";1550;1550;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.951766 52.297798)";"4,951766";"52,297798";
